rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde 1;atrtribuutnaam 2;Waarde 2;atrtribuutnaam 3;Waarde 3;atrtribuutnaam 4;Waarde 4;atrtribuutnaam 5;Waarde 5;atrtribuutnaam 6;Waarde 6;atrtribuutnaam 7;Waarde 7
B1;;;LET OP ! UITRIT BRANDWEER;;;B1;;;;;LET OP ! UITRIT BRANDWEER;;;;;;;;;;;;
B1;;;Let op ! uitrit zandauto's;;;B1;;;;;Let op ! uitrit zandauto's;;;;;;;;;;;;
B2;;;LET OP ! Verkeer van rechts heeft hier voorrang !;;;B2;;;;;LET OP ! Verkeer van rechts heeft hier voorrang !;;;;;;;;;;;;
B1;;;Let op ! Verkeerssituatie gewijzigd;;;B1;;;;;Let op ! Verkeerssituatie gewijzigd;;;;;;;;;;;;
B1;;;let op ! verkeerssituatie gewijzigd;;;B1;;;;;let op ! verkeerssituatie gewijzigd;;;;;;;;;;;;
B6;;;let op ! voorrang verlenen;;;B6;;;;;let op ! voorrang verlenen;;;;;;;;;;;;
B6;;;Let op ! voorrangssituatie gewijzigd;;;B6;;;;;Let op ! voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;LET OP !! BUS VERKEER;;;B6;;;;;LET OP !! BUS VERKEER;;;;;;;;;;;;
B6;;;Let op !! fietsers voorrang;;;B6;;;;;Let op !! fietsers voorrang;;;;;;;;;;;;
B6;;;Let op !!! Fietsers;;;B6;;;;;Let op !!! Fietsers;;;;;;;;;;;;
B6;;;Let op !!! gevaarlijk punt;;;B6;;;;;Let op !!! gevaarlijk punt;;;;;;;;;;;;
B6;;;let op (brom) fietsers;;;B6;;;;;let op (brom) fietsers;;;;;;;;;;;;
B6;;;Let op 2x;;;B6;;;Waarschuwing;omschrijving;Let op 2x;;;;;;;;;;;;
B6;;;let op auto's van rechts;;;B6;;;;;let op auto's van rechts;;;;;;;;;;;;
B6;;;let op bij het oversteken!;;;B6;;;;;let op bij het oversteken!;;;;;;;;;;;;
B3;;;LET OP bromfietsen naar de rijbaan;;;B3;;;;;LET OP bromfietsen naar de rijbaan;;;;;;;;;;;;
B6;;;Let op bromfietsers op de rijbaan;;;B6;;;;;Let op bromfietsers op de rijbaan;;;;;;;;;;;;
B6;;;LET OP Busbaan;;;B6;;;;;LET OP Busbaan;;;;;;;;;;;;
B6;;;let op busbaan;;;B6;;;;;let op busbaan;;;;;;;;;;;;
B6;;;Let op busbaan;;;B6;;;;;Let op busbaan;;;;;;;;;;;;
B6;;;let op fieters voorrang;;;B6;;;;;let op fieters voorrang;;;;;;;;;;;;
B6;;;let op fietsen;;;B6;;;;;let op fietsen;;;;;;;;;;;;
B6;;;LET OP FIETSERS;;;B6;;;;;LET OP FIETSERS;;;;;;;;;;;;
B6;;;Let op Fietsers;;;B6;;;;;Let op Fietsers;;;;;;;;;;;;
B6;;;Let op fietsers;;;B6;;;;;Let op fietsers;;;;;;;;;;;;
B6;;;let op fietsers;;;B6;;;;;let op fietsers;;;;;;;;;;;;
B7;;;LET OP FIETSERS;;;B7;;;;;LET OP FIETSERS;;;;;;;;;;;;
B6;;;Let op fietsers op de rotonde;;;B6;;;;;Let op fietsers op de rotonde;;;;;;;;;;;;
B5;;;LET OP fietsers op rijbaan;;;B5;;;;;LET OP fietsers op rijbaan;;;;;;;;;;;;
B6;;;let op fietsers uit twee richtingen;;;B6;;;;;let op fietsers uit twee richtingen;;;;;;;;;;;;
B7;;;LET OP FIETSERS VAN LINKS EN RECHT;;;B7;;;;;LET OP FIETSERS VAN LINKS EN RECHT;;;;;;;;;;;;
B6;;;let op fietsers voorrang;;;B6;;;;;let op fietsers voorrang;;;;;;;;;;;;
B6;;;Let op FIETSERS VOORRANG;;;B6;;;;;Let op FIETSERS VOORRANG;;;;;;;;;;;;
B6;;;LET OP FIETSERS VOORRANG;;;B6;;;;;LET OP FIETSERS VOORRANG;;;;;;;;;;;;
B6;;;let op fietsers!;;;B6;;;;;let op fietsers!;;;;;;;;;;;;
B6;;;Let Op fietspad;;;B6;;;;;Let Op fietspad;;;;;;;;;;;;
B6;;;let op fietspad;;;B6;;;;;let op fietspad;;;;;;;;;;;;
B6;;;LET OP Fietspad;;;B6;;;;;LET OP Fietspad;;;;;;;;;;;;
B6;;;Let op Geen invoegstrook;;;B6;;;;;Let op Geen invoegstrook;;;;;;;;;;;;
B3;;;LET OP gevaarlijk kruispunt;;;B3;;;;;LET OP gevaarlijk kruispunt;;;;;;;;;;;;
B6;;;LET OP gevaarlijk kruispunt;;;B6;;;;;LET OP gevaarlijk kruispunt;;;;;;;;;;;;
B1;;;let op halterende bus op rijbaan;;;B1;;;;;let op halterende bus op rijbaan;;;;;;;;;;;;
B7;;;LET OP onleesbaar;;;B7;;;;;LET OP onleesbaar;;;;;;;;;;;;
B4;;;Let op situatie gewijzigd;;;B4;;;;;Let op situatie gewijzigd;;;;;;;;;;;;
B4;;;let op situatie gewijzigd;;;B4;;;;;let op situatie gewijzigd;;;;;;;;;;;;
B5;;;Let op situatie gewijzigd;;;B5;;;;;Let op situatie gewijzigd;;;;;;;;;;;;
B6;;;let op uitrit;;;B6;;;;;let op uitrit;;;;;;;;;;;;
B7;;;LET OP UITRIT;;;B7;;;;;LET OP UITRIT;;;;;;;;;;;;
B5;;;let op uitrit brandweer;;;B5;;;;;let op uitrit brandweer;;;;;;;;;;;;
B6;;;LET OP VERKEER VAN RECHTS HEEFT VOORRANG;;;B6;;;;;LET OP VERKEER VAN RECHTS HEEFT VOORRANG;;;;;;;;;;;;
B3;;;Let op Verkeerssituatie gewijzigd;;;B3;;;;;Let op Verkeerssituatie gewijzigd;;;;;;;;;;;;
B6;;;let op verkeerssituatie gewijzigd;;;B6;;;;;let op verkeerssituatie gewijzigd;;;;;;;;;;;;
B7;;;let op voetgangers;;;B7;;;;;let op voetgangers;;;;;;;;;;;;
B1;;;let op voetgangers op fietspad;;;B1;;;;;let op voetgangers op fietspad;;;;;;;;;;;;
B6;;;LET OP voetgangers toegelijk groen;;;B6;;;;;LET OP voetgangers toegelijk groen;;;;;;;;;;;;
B6;;;Let op Voorrang verlenen;;;B6;;;;;Let op Voorrang verlenen;;;;;;;;;;;;
B6;;;let op voorrangs kruising;;;B6;;;;;let op voorrangs kruising;;;;;;;;;;;;
B6;;;let op voorrangs- kruising;;;B6;;;;;let op voorrangs- kruising;;;;;;;;;;;;
B6;;;let op voorrangskruising;;;B6;;;;;let op voorrangskruising;;;;;;;;;;;;
B6;;;LET OP!;;;B6;;;;;LET OP!;;;;;;;;;;;;
B6;;;Let op!;;;B6;;;;;Let op!;;;;;;;;;;;;
B6;;;"LET OP!   OVERSTEKENDE FIETSERS;drempels";;;B6;;;;;"LET OP!   OVERSTEKENDE FIETSERS;drempels";;;;;;;;;;;;
B6;;;Let op! (Brom) fiets pad;;;B6;;;;;Let op! (Brom) fiets pad;;;;;;;;;;;;
B6;;;let op! (brom) fietsers van rechts;;;B6;;;;;let op! (brom) fietsers van rechts;;;;;;;;;;;;
B3;;;LET OP! (brom)fietsers op rijbaan;;;B3;;;;;LET OP! (brom)fietsers op rijbaan;;;;;;;;;;;;
B2;;;Let op! (brom)fietsers voorrang;;;B2;;;;;Let op! (brom)fietsers voorrang;;;;;;;;;;;;
B6;;;Let op! 2x verkeer van links;;;B6;;;Waarschuwing;omschrijving;Let op! 2x verkeer van links;;;;;;;;;;;;
B1;;;Let op! Auto's op fietspad!;;;B1;;;;;Let op! Auto's op fietspad!;;;;;;;;;;;;
B6;;;LET OP! bromfietsen op rijbaan;;;B6;;;;;LET OP! bromfietsen op rijbaan;;;;;;;;;;;;
B1;;;Let op! Bromfietsers op rijbaan;;;B1;;;;;Let op! Bromfietsers op rijbaan;;;;;;;;;;;;
B6;;;let op! bus;;;B6;;;;;let op! bus;;;;;;;;;;;;
B6;;;"Let op! bus van links;Let op!bus van links";;;B6;;;;;"Let op! bus van links;Let op!bus van links";;;;;;;;;;;;
B6;;;Let op! fiets hebben voorrang;;;B6;;;;;Let op! fiets hebben voorrang;;;;;;;;;;;;
B1;;;let op! fietsers;;;B1;;;;;let op! fietsers;;;;;;;;;;;;
B1;;;Let op! fietsers;;;B1;;;;;Let op! fietsers;;;;;;;;;;;;
B6;;;Let op! Fietsers;;;B6;;;;;Let op! Fietsers;;;;;;;;;;;;
B6;;;Let op! fietsers;;;B6;;;;;Let op! fietsers;;;;;;;;;;;;
B6;;;LET OP! FIETSERS;;;B6;;;;;LET OP! FIETSERS;;;;;;;;;;;;
B7;;;Let op! Fietsers;;;B7;;;;;Let op! Fietsers;;;;;;;;;;;;
B6;;;let op! FIETSERS  hebben hier voorrang;;;B6;;;;;let op! FIETSERS  hebben hier voorrang;;;;;;;;;;;;
B6;;;Let op! Fietsers hebben voorrang!;;;B6;;;;;Let op! Fietsers hebben voorrang!;;;;;;;;;;;;
B6;;;let op! fietsers voorrang;;;B6;;;;;let op! fietsers voorrang;;;;;;;;;;;;
B6;;;Let op! fietsoversteekplaats;;;B6;;;;;Let op! fietsoversteekplaats;;;;;;;;;;;;
B7;;;LET OP! FIETSPAD VOETGANGERS;;;B7;;;;;LET OP! FIETSPAD VOETGANGERS;;;;;;;;;;;;
B6;;;LET OP! GEVAARLIJK KRUISPUNT;;;B6;;;;;LET OP! GEVAARLIJK KRUISPUNT;;;;;;;;;;;;
B1;;;Let op! in - / uitrit bouwverkeer;;;B1;;;;;Let op! in - / uitrit bouwverkeer;;;;;;;;;;;;
B6;;;Let op! Kruisend bouwverkeer;;;B6;;;;;Let op! Kruisend bouwverkeer;;;;;;;;;;;;
B1;;;Let op! Nieuw wegennet Navigatie uit.;;;B1;;;;;Let op! Nieuw wegennet Navigatie uit.;;;;;;;;;;;;
B7;;;LET OP! onleesbaar;;;B7;;;;;LET OP! onleesbaar;;;;;;;;;;;;
B5;;;Let Op! overstekende fietsers;;;B5;;;;;Let Op! overstekende fietsers;;;;;;;;;;;;
B6;;;LET OP! Overstekende fietsers;;;B6;;;;;LET OP! Overstekende fietsers;;;;;;;;;;;;
B4;;;LET OP! Overstekende kinderen;;;B4;;;;;LET OP! Overstekende kinderen;;;;;;;;;;;;
B6;;;Let op! Overstekende voetgangers;;;B6;;;;;Let op! Overstekende voetgangers;;;;;;;;;;;;
B6;;;Let op! Overstekende watervogels;;;B6;;;;;Let op! Overstekende watervogels;;;;;;;;;;;;
B6;;;Let op! roosters;;;B6;;;;;Let op! roosters;;;;;;;;;;;;
B6;;;Let op! Situatiatie gewijzigd;;;B6;;;;;Let op! Situatiatie gewijzigd;;;;;;;;;;;;
B6;;;let op! sneheids- controle;;;B6;;;;;let op! sneheids- controle;;;;;;;;;;;;
B7;;;LET OP! STOPPEN VOOR STREEP 1 KLANT SLAGBOOM;;;B7;;;vrije tekst;omschrijving;LET OP! STOPPEN VOOR STREEP 1 KLANT SLAGBOOM;;;;;;;;;;;;
B3;;;let op! uitrit;;;B3;;;;;let op! uitrit;;;;;;;;;;;;
B5;;;LET OP! UITRIT;;;B5;;;;;LET OP! UITRIT;;;;;;;;;;;;
B4;;;Let op! uitrit bouwverkeer;;;B4;;;;;Let op! uitrit bouwverkeer;;;;;;;;;;;;
B5;;;Let op! uitrit parkeergarage;;;B5;;;;;Let op! uitrit parkeergarage;;;;;;;;;;;;
B7;;;Let op! uitrit zandauto's;;;B7;;;;;Let op! uitrit zandauto's;;;;;;;;;;;;
B6;;;LET OP! verkeer van rechts;;;B6;;;;;LET OP! verkeer van rechts;;;;;;;;;;;;
B4;;;let op! verkeerssituatie gewijzigd;;;B4;;;;;let op! verkeerssituatie gewijzigd;;;;;;;;;;;;
B5;;;Let op! Verkeerssituatie gewijzigd;;;B5;;;;;Let op! Verkeerssituatie gewijzigd;;;;;;;;;;;;
B3;;;Let op! Verkeerssituatie gewijzigd Verkeersdrempels;;;B3;;;;;Let op! Verkeerssituatie gewijzigd Verkeersdrempels;;;;;;;;;;;;
B6;;;Let op! Verkeerssituatie gwijzigd;;;B6;;;;;Let op! Verkeerssituatie gwijzigd;;;;;;;;;;;;
B2;;;Let op! voetgangers op de rijbaan;;;B2;;;;;Let op! voetgangers op de rijbaan;;;;;;;;;;;;
B6;;;Let op! voor fietsers en voetgangers;;;B6;;;;;Let op! voor fietsers en voetgangers;;;;;;;;;;;;
B6;;;"Let op! voor fietsers en voetgangers;2x";;;B6;;;Waarschuwing;omschrijving;"Let op! voor fietsers en voetgangers;2x";;;;;;;;;;;;
B6;;;LET OP! VOORRANG;;;B6;;;;;LET OP! VOORRANG;;;;;;;;;;;;
B6;;;Let op! voorrang verlenen;;;B6;;;;;Let op! voorrang verlenen;;;;;;;;;;;;
B6;;;let op! voorrang verlenen;;;B6;;;;;let op! voorrang verlenen;;;;;;;;;;;;
B3;;;let op! voorrangssituatie gewijzigd;;;B3;;;;;let op! voorrangssituatie gewijzigd;;;;;;;;;;;;
B4;;;Let op! voorrangssituatie gewijzigd;;;B4;;;;;Let op! voorrangssituatie gewijzigd;;;;;;;;;;;;
B5;;;Let op! voorrangssituatie gewijzigd;;;B5;;;;;Let op! voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;Let op! voorrangssituatie gewijzigd;;;B6;;;;;Let op! voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;Let op! Voorrangssituatie gewijzigd;;;B6;;;;;Let op! Voorrangssituatie gewijzigd;;;;;;;;;;;;
B7;;;LET OP!! FIETSPAD;;;B7;;;;;LET OP!! FIETSPAD;;;;;;;;;;;;
B6;;;LET OP!! SPELENDE KINDEREN;;;B6;;;;;LET OP!! SPELENDE KINDEREN;;;;;;;;;;;;
B6;;;Let op!! Voetgangers;;;B6;;;;;Let op!! Voetgangers;;;;;;;;;;;;
B6;;;Let op!!! Fietsers;;;B6;;;;;Let op!!! Fietsers;;;;;;;;;;;;
B1;;;LET OP!!! ZACHTE BERM;;;B1;;;;;LET OP!!! ZACHTE BERM;;;;;;;;;;;;
B6;;;Let op!Extra autoverkeer in de spits;;;B6;;;;;Let op!Extra autoverkeer in de spits;;;;;;;;;;;;
B6;;;Let op!fietsers;;;B6;;;;;Let op!fietsers;;;;;;;;;;;;
B6;;;let op!fietsers;;;B6;;;;;let op!fietsers;;;;;;;;;;;;
B6;;;let op!FIETSERS hebben hier voorrang;;;B6;;;;;let op!FIETSERS hebben hier voorrang;;;;;;;;;;;;
B6;;;let op!fietsers voorrang;;;B6;;;;;let op!fietsers voorrang;;;;;;;;;;;;
B4;;;LET OP!verkeerssituatie gewijzigd;;;B4;;;;;LET OP!verkeerssituatie gewijzigd;;;;;;;;;;;;
B5;;;LET OP!verkeerssituatie gewijzigd;;;B5;;;;;LET OP!verkeerssituatie gewijzigd;;;;;;;;;;;;
B4;;;Let op!voorrangssituatie gewijzigd;;;B4;;;;;Let op!voorrangssituatie gewijzigd;;;;;;;;;;;;
B5;;;Let op!voorrangssituatie gewijzigd;;;B5;;;;;Let op!voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;Let op: fietsers;;;B6;;;;;Let op: fietsers;;;;;;;;;;;;
B7;;;Let op: wildrooster;;;B7;;;;;Let op: wildrooster;;;;;;;;;;;;
B6;;;Let op:Fietsers hebben voorrang!;;;B6;;;;;Let op:Fietsers hebben voorrang!;;;;;;;;;;;;
B6;;;letop fietsers;;;B6;;;;;letop fietsers;;;;;;;;;;;;
B1;;;Leveranciers Heembouw Complex 1010;;;B1;;;vrije tekst;omschrijving;Leveranciers Heembouw Complex 1010;;;;;;;;;;;;
B1;;;lichten aan;;;B1;;;;;lichten aan;;;;;;;;;;;;
B1;;;LICHTEN AAN!;;;B1;;;;;LICHTEN AAN!;;;;;;;;;;;;
B5;;;Logistiek;;;B5;;;;;Logistiek;;;;;;;;;;;;
B3;;;Luchtweg;;;B3;;;;;Luchtweg;;;;;;;;;;;;
B6;;;Luchtweg spreekuur;;;B6;;;;;Luchtweg spreekuur;;;;;;;;;;;;
B6;;;M.i.v. 1 april wordt dit gebied betaald parkeren;;;B6;;;vrije tekst;omschrijving;M.i.v. 1 april wordt dit gebied betaald parkeren;;;;;;;;;;;;
B6;;;m.i.v. 16 maart 2020 doorgaand verkeer gestremd uitgezonderd (brom)fietsers;;;B6;;;vrije tekst;omschrijving;m.i.v. 16 maart 2020 doorgaand verkeer gestremd uitgezonderd (brom)fietsers;;;;;;;;;;;;
B5;;;m.u.v. fietsers;;;B5;;;;;m.u.v. fietsers;;;;;;;;;;;;
B7;;;M.U.V. Leveranciers;;;B7;;;;;M.U.V. Leveranciers;;;;;;;;;;;;
B3;;;M365;;;B3;;;;;M365;;;;;;;;;;;;
B6;;;ma t/m za 09-20 h;;;B6;;;Tijdstipaanduiding;Starttijd;09:00:00;Eindtijd;20:00:00;;;;;;;;;;
B6;;;ma t/m za 09-20 h;;;B6;;;Dagaanduiding;Dag;ma t/m za 09-20 h;;;;;;;;;;;;
B5;;;ma t/m za 9-18 h do 9-20 h;;;B5;;;vrije tekst;omschrijving;ma t/m za 9-18 h do 9-20 h;;;;;;;;;;;;
B6;;;ma. t/m za. 07.00-01.00 uur en zondag 12.00-18.00 uur;;;B6;;;vrije tekst;omschrijving;ma. t/m za. 07.00-01.00 uur en zondag 12.00-18.00 uur;;;;;;;;;;;;
B3;;;maandag t/m vrijdag 09.00-17.00 h;;;B3;;;Tijdstipaanduiding;Starttijd;09:00:00;Eindtijd;17:00:00;;;;;;;;;;
B3;;;maandag t/m vrijdag 09.00-17.00 h;;;B3;;;Dagaanduiding;Dag;Maandag;Dag;Dinsdag;Dag;Woensdag;Dag;Donderdag;Dag;Vrijdag;;;;
B2;;;Maas-Jacobs Groene kamers;;;B2;;;;;Maas-Jacobs Groene kamers;;;;;;;;;;;;
B6;;;MANEGE;;;B6;;;;;MANEGE;;;;;;;;;;;;
B1;;;Manege dierenasiel;;;B1;;;;;Manege dierenasiel;;;;;;;;;;;;
B1;;;Matig s.v.p. uw snelheid i.v.m. geluidsoverlast;;;B1;;;;;Matig s.v.p. uw snelheid i.v.m. geluidsoverlast;;;;;;;;;;;;
B1;;;MATIG UW SNELHEID;;;B1;;;;;MATIG UW SNELHEID;;;;;;;;;;;;
B5;;;Matig uw snelheid i.v.m. trillingshinder;;;B5;;;;;Matig uw snelheid i.v.m. trillingshinder;;;;;;;;;;;;
B3;;;matig uw snelheid i.v.m. trillinssoverlast;;;B3;;;;;matig uw snelheid i.v.m. trillinssoverlast;;;;;;;;;;;;
B3;;;Matig uw snelheid spelende kinderen;;;B3;;;;;Matig uw snelheid spelende kinderen;;;;;;;;;;;;
B1;;;ma-vr 8-9 h;;;B1;;;;;ma-vr 8-9 h;;;;;;;;;;;;
B6;;;max 150 km;;;B6;;;vrije tekst;omschrijving;max 150 km;;;;;;;;;;;;
B6;;;max 3 uur parkeren;;;B6;;;;;max 3 uur parkeren;;;;;;;;;;;;
B3;;;max. 15 min.;;;B3;;;vrije tekst;omschrijving;max. 15 min.;;;;;;;;;;;;
B1;;;Mc Donald's;;;B1;;;;;Mc Donald's;;;;;;;;;;;;
B6;;;"MEDDO 1100 m;";;;B6;;;vrije tekst;omschrijving;"MEDDO 1100 m;";;;;;;;;;;;;
B7;;;MELDEN BIJ BEVEILIGING REPORT TO SECURITY RAPORT BEZPIECZENSTWA;;;B7;;;;;MELDEN BIJ BEVEILIGING REPORT TO SECURITY RAPORT BEZPIECZENSTWA;;;;;;;;;;;;
B7;;;MELDEN BIJ EXPEDITIE;;;B7;;;;;MELDEN BIJ EXPEDITIE;;;;;;;;;;;;
B7;;;Melden bij kantoor;;;B7;;;;;Melden bij kantoor;;;;;;;;;;;;
B7;;;MELDEN BIJ PORTIER;;;B7;;;;;MELDEN BIJ PORTIER;;;;;;;;;;;;
B7;;;MELDEN IN BUREAU;;;B7;;;;;MELDEN IN BUREAU;;;;;;;;;;;;
B7;;;Melden portier;;;B7;;;;;Melden portier;;;;;;;;;;;;
B7;;;"Melden via de intercom;Parkeren";;;B7;;;;;"Melden via de intercom;Parkeren";;;;;;;;;;;;
B5;;;MILIEUDEPOT;;;B5;;;;;MILIEUDEPOT;;;;;;;;;;;;
B1;;;Milieustraat;;;B1;;;;;Milieustraat;;;;;;;;;;;;
B1;;;Milieuverontreiniging Neem contact op met 073-6812821;;;B1;;;vrije tekst;omschrijving;Milieuverontreiniging Neem contact op met 073-6812821;;;;;;;;;;;;
B4;;;Motor afzetten bij wachten voor de pont;;;B4;;;;;Motor afzetten bij wachten voor de pont;;;;;;;;;;;;
B7;;;Motor open. Motor af.;;;B7;;;;;Motor open. Motor af.;;;;;;;;;;;;
B1;;;motor uitzetten;;;B1;;;;;motor uitzetten;;;;;;;;;;;;
B5;;;MUPRO Laden en lossen;;;B5;;;;;MUPRO Laden en lossen;;;;;;;;;;;;
B1;;;N - 273 radarcontrole;;;B1;;;vrije tekst;omschrijving;N - 273 radarcontrole;;;;;;;;;;;;
B1;;;N 417;;;B1;;;vrije tekst;omschrijving;N 417;;;;;;;;;;;;
B1;;;N 446;;;B1;;;;;N 446;;;;;;;;;;;;
B1;;;N 454;;;B1;;;;;N 454;;;;;;;;;;;;
B1;;;N 455;;;B1;;;;;N 455;;;;;;;;;;;;
B1;;;N 462;;;B1;;;vrije tekst;omschrijving;N 462;;;;;;;;;;;;
B1;;;N 471;;;B1;;;vrije tekst;omschrijving;N 471;;;;;;;;;;;;
B1;;;N 478;;;B1;;;;;N 478;;;;;;;;;;;;
B1;;;N 480;;;B1;;;;;N 480;;;;;;;;;;;;
B1;;;N 481;;;B1;;;vrije tekst;omschrijving;N 481;;;;;;;;;;;;
B1;;;N 484;;;B1;;;;;N 484;;;;;;;;;;;;
B1;;;N 494;;;B1;;;;;N 494;;;;;;;;;;;;
B1;;;N 504;;;B1;;;;;N 504;;;;;;;;;;;;
B1;;;N 505;;;B1;;;;;N 505;;;;;;;;;;;;
B1;;;N 506;;;B1;;;;;N 506;;;;;;;;;;;;
B1;;;N 524;;;B1;;;vrije tekst;omschrijving;N 524;;;;;;;;;;;;
B1;;;N 860;;;B1;;;;;N 860;;;;;;;;;;;;
B1;;;N 865;;;B1;;;;;N 865;;;;;;;;;;;;
B4;;;N 917;;;B4;;;vrije tekst;omschrijving;N 917;;;;;;;;;;;;
B1;;;N 925;;;B1;;;vrije tekst;omschrijving;N 925;;;;;;;;;;;;
B4;;;N 966;;;B4;;;;;N 966;;;;;;;;;;;;
B1;;;N 975;;;B1;;;;;N 975;;;;;;;;;;;;
B1;;;N 976;;;B1;;;;;N 976;;;;;;;;;;;;
B1;;;N 996;;;B1;;;;;N 996;;;;;;;;;;;;
B1;;;N.482;;;B1;;;vrije tekst;omschrijving;N.482;;;;;;;;;;;;
B1;;;N445;;;B1;;;;;N445;;;;;;;;;;;;
B1;;;N446;;;B1;;;;;N446;;;;;;;;;;;;
B1;;;N451;;;B1;;;vrije tekst;omschrijving;N451;;;;;;;;;;;;
B1;;;"N452;N 452";;;B1;;;vrije tekst;omschrijving;"N452;N 452";;;;;;;;;;;;
B1;;;"N462;FIETSERS OVERSTEKEN";;;B1;;;vrije tekst;omschrijving;"N462;FIETSERS OVERSTEKEN";;;;;;;;;;;;
B1;;;N468;;;B1;;;;;N468;;;;;;;;;;;;
B1;;;N475;;;B1;;;;;N475;;;;;;;;;;;;
B1;;;N476;;;B1;;;;;N476;;;;;;;;;;;;
B1;;;N480;;;B1;;;;;N480;;;;;;;;;;;;
B1;;;N480 ;;;B1;;;;;N480 ;;;;;;;;;;;;
B1;;;N484;;;B1;;;;;N484;;;;;;;;;;;;
B1;;;N489;;;B1;;;;;N489;;;;;;;;;;;;
B1;;;N491;;;B1;;;vrije tekst;omschrijving;N491;;;;;;;;;;;;
B1;;;N496;;;B1;;;;;N496;;;;;;;;;;;;
B1;;;N501;;;B1;;;vrije tekst;omschrijving;N501;;;;;;;;;;;;
B1;;;N505;;;B1;;;;;N505;;;;;;;;;;;;
B1;;;N512;;;B1;;;vrije tekst;omschrijving;N512;;;;;;;;;;;;
B1;;;N513;;;B1;;;vrije tekst;omschrijving;N513;;;;;;;;;;;;
B1;;;N520;;;B1;;;vrije tekst;omschrijving;N520;;;;;;;;;;;;
B1;;;N527;;;B1;;;vrije tekst;omschrijving;N527;;;;;;;;;;;;
B3;;;N966;;;B3;;;;;N966;;;;;;;;;;;;
B1;;;N976;;;B1;;;;;N976;;;;;;;;;;;;
B1;;;N978;;;B1;;;;;N978;;;;;;;;;;;;
B1;;;N979;;;B1;;;;;N979;;;;;;;;;;;;
B1;;;N992;;;B1;;;vrije tekst;omschrijving;N992;;;;;;;;;;;;
B1;;;N996;;;B1;;;;;N996;;;;;;;;;;;;
B1;;;N997;;;B1;;;;;N997;;;;;;;;;;;;
B6;;;na;;;B6;;;;;na;;;;;;;;;;;;
B6;;;NA  100 M;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;NA  100 m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B2;;;na  300 m;;;B2;;;;;na  300 m;;;;;;;;;;;;
B6;;;na 10 m;;;B6;;;Lengte na;Werkingslengte na;10;;;;;;;;;;;;
B2;;;NA 100 m;;;B2;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B2;;;Na 100 m;;;B2;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B2;;;na 100 m;;;B2;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B3;;;na 100 m;;;B3;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;NA 100 M;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;NA 100 m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100 m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100 M;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100 M;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100 m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B7;;;na 100 m;;;B7;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B7;;;NA 100 m;;;B7;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100 m.;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;"na 100 m;SMALSPOOR MUSEUM";;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;"na 100 m;SMALSPOOR MUSEUM";;;B6;;;Vrije tekst;Omschrijving;SMALSPOOR MUSEUM;;;;;;;;;;;;
B6;;;na 100 meter;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100 Meter;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;NA 100 METER;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100 mtr;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100 mtr;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100 mtr.;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100 mtr.;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B2;;;na 100m;;;B2;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B2;;;NA 100m;;;B2;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na 100m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B6;;;Na 100m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
