rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C7;;;uitgezonderd bouwverkeer Tuinen van Mollenburg;;;C7;;;uitgezonderd;
C1;;;op donderdag tussen 08.00 en 18.30 h;;;C1;;;"dagaanduiding;tijdstipaanduiding";
C1;;;"Uitgezonderd (brom) fietsers en lijnbussen;Na 75 m";;;C1;;;"uitgezonderd; lengte na";
C6;;;m.u.v. bestemmings- verkeer;;;C6;;;;
C20;6.9;;;;;C20;;;;
C3;;;"uitgezonderd;uitgezonderd;hoger dan 2";10 m;;C3;;;"uitgezonderd; lengte na";
C17;10;;125 m;;;C17;;;;
C20;1.5;;Parkeren uitsluitend voor bezoekers tuincentrum Ofman;;;C20;;;vrije tekst;
C12;;;"M.u.v. houders van: -invalide P-kaart Gem. onthefingen -invalidenvoertuigen;M.u.v. houders van.-invalide P-kaart gem. (onleesbaar) -invalidenvoertuigen";;;C12;;;;
C18;2.3;;"uitgezonderd bestemmingsverkeer;na 750 m";;;C18;;;"uitgezonderd; lengte na";
C6;;;";verboden voor onbevoegden";;;C6;;;;
C7;;;1.5 km;;;C7;;;;
C7;;;alleen op zaterdag;;;C7;;;;
C12;;;m.u.v. aanwonenden en bezoekers van het kasteel;;;C12;;;;
C12;;;UITGEZONDERD LANDBOUWERKEER;;;C12;;;uitgezonderd;
C7;;;uitgezonderd bestemmings- verkeer Moerdijk-dorp;;;C7;;;uitgezonderd;
C9;;;250 m;;;C9;;;;
C7;;;";MAX. 3";5 T.;;C7;;;;
C2;;;Uitgezonderd dienstvoertuigen gemeente Droten;;;C2;;;uitgezonderd;
C3;;;"wegsleepregeling van kracht;eigen terrein Rabobank kort parkeren max. 15 min.";;;C3;;;vrije tekst;
C1;;;"uitgezonderd;uitgezonderd bestemmingsverkeer";;;C1;;;uitgezonderd;
C12;;;m.u.v. gehandicapte bezoekers gemeentehuis 't Kielzog;;;C12;;;;
C12;;;"uitgezonderd lijnbussen bevoorradingsverkeer 06.00 - 12.00 uur;uitgezonderd;uitgezonderd";;;C12;;;tijdstipaanduiding, uitgezonderd;
C7;;;VERBODEN TE VISSEN;;;C7;;;;
C2;;;"uitgezonderd vracht- verkeer;uitgezonderd";;;C2;;;uitgezonderd;
C20;4.8;;na 2.5 km;;;C20;;;;
C3;;;100m;;;C3;;;;
C7;;;verboden voor vrachtwagens uitgezonderd werkverkeer;;;C7;;;uitgezonderd;
C3;;;Parkeren bewoners Dahliastraat 1-43 oneven;;;C3;;;vrije tekst;
C8;;;uitgezonderd;;;C8;;;uitgezonderd;
C4;R;;automaat 21787;;;C4;;;;
C2;;;na 15 m;;;C2;;;Lengte na;
C4;L;;Parkeren Scholtus;;;C4;;;vrije tekst;
C17;9;;300 m;;;C17;;;;
C19;2.5;;200 m;;;C19;;;;
C7;;;betreden van dit terrein geschiedt op eigen risico;;;C7;;;;
C1;;;Geldt ook voor Voertuigen ; Ruiters en Geleiders van rij- of trekdieren of vee;;C1;;;Geldigheid voertuigtype;
C12;;;"uitgezonderd bestemmingsverkeer;zaterdag en zondag";;;C12;;;"uitgezonderd; dagaanduiding";
C3;;;slecht wegdek;;;C3;;;;
C1;;;Uitgwzonderd bouwverkeer;;;C1;;;uitgezonderd;
C2;;;na 100 m;;;C2;;;Lengte na;
C21;2;;uitgezonderd bestemmingsverkeer;;;C21;;;uitgezonderd;
C3;;;"Na 30 m;uitgezonderd";;;C3;;;"uitgezonderd; lengte na";
C1;;;"uitgezonderd;m.u.v. aanwonenden";;;C1;;;uitgezonderd;
C22a(Zone);;;";ma t/m za 12 - 24 h";;;C22a(Zone);;;;
C19;2.35;;;;;C19;;;;
C12;;;"na 80 m;uitgezonderd landbouwverkeer en lijnbussen;bussluis";;;C12;;;"uitgezonderd; lengte na";
C1;;;uitgezonderd ambulances;;;C1;;;uitgezonderd;
C12;;;M.U.V. BESTEMMINGSVERKEER;;;C12;;;;
C1;;;betreden op eigen risico Fietsen toegestaan Honden aan de lijn;;;C1;;;vrije tekst;
C3;;;parkeren uitsluitend bezoekers Bakkerij Koehorst;;;C3;;;vrije tekst;
C4;L;;m.u.v. fietsers;;;C4;;;;
C21;4.5;;;;;C21;;;;
C12;;;400 m;;;C12;;;;
C1;;;"M.U.V. INVALIDEN EN HUISARTSEN;wegsleepregeling van kracht";;;C1;;;uitgezonderd;
C14;;;200 m;;;C14;;;;
C12;;;met uitzondering van ma 5.00 u t/m za. 18.00 u;;;C12;;;;
C7(Zone);;;uitgezonderd t.b.v aanwonenden en exploitatie percelen;;;C7(Zone);;;uitgezonderd;
C11;;;van 1 maart t/m 31 oktober van vr. 18.00 uur t/m ma. 7.00 uur;;;C11;;;"uitgezonderd; lengte na";
C7;;;"uitgezonderd bestemmingsverkeer;na 250 m";;;C7;;;"uitgezonderd; lengte na";
C1;;;"uitgezonderd;uitgezonderd bezoekers sporthal en strandkerk en gasten Roompot Noordzee RÃƒÂƒÃ‚Â©sidence";;;C1;;;uitgezonderd;
C21;2.5;;Op dit parkeerterrein zijn de reqeis van het algemeen verkeersregelement van toepassing;;;C21;;;vrije tekst;
C20;4.8;;Op dit terrein gelden de regels conform de Wegenverkeerswet;;;C20;;;;
C21;45;;;;;C21;;;;
C21;5.4;;uitgezonderd lijnbussen;;;C21;;;uitgezonderd;
C2;;;"uitgezonderd;Uitgezonderd tussen zonsondergang en zonsopgang";;;C2;;;Uitgezonderd, Zonsopkomst tot zonsondergang;
C2;;;uitgezonderd lijnbussen en taxi's;;;C2;;;uitgezonderd;
C1;;;"uitgezonderd lijnbussen;taxi's toegestaan 22-6 h";;;C1;;;"uitgezonderd;tijdstipaanduiding";
C10;;;VAN 1 APRIL T/M 1 NOVEMBER;;;C10;;;;
C2;;;"ma t/m vr 8.00-16.00 h;uitgezonderd";;;C2;;;Dagaanduiding, tijdstipaanduiding, uitgezonderd;
C3;;;"na 35 m;uitgezonderd";;;C3;;;Lengte na;
C2;;;"na 3 0m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C18;2.0;;400 m;;;C18;;;;
C1;;;Uitgezonderd (Brom) fietsers en voetgangers;;;C1;;;uitgezonderd;
C3;;;"na 80m;uitgezonderd";;;C3;;;Lengte na;
C18;2.6;;100 m;;;C18;;;;
C1;;;EIGEN TERREIN VERBODEN TOEGANG VOOR ONBEVOEGDEN Art. 461 Wetb. v. Strafr.;;;C1;;;vrije tekst;
C7(Zone);;;uitgezonderd bestemmingsverkeer t.b.v. aanliggende percelen;;;C7(Zone);;;uitgezonderd;
C4;L;;CAMERABEWAKING;;;C4;;;;
C3;;;uitsluitend (brom)fietsers;;;C3;;;uitsluitend;
C1;;;well in beplanting;;;C1;;;vrije tekst;
C6;;;"Geen doorlopende verharde weg;uitgezonderd aanwonenden en bezoekers aanliggende percelen";;;C6;;;Uitgezonderd, vrije tekst;
C12;;;van 0600 tot 0900 h en van 1600 tot 1900 h uitgezonderd bestemmingsverkeer;;;C12;;;"uitgezonderd;tijdstipaanduiding";
C17;5;;Afsluitbomen dalen automatisch;;;C17;;;;
C1;;;M.u.v. Logistiek Verkeer;;;C1;;;uitgezonderd,waarschuwing;
C3;;;alleen Taxi-busjes;;;C3;;;;
C1;;;"slecht wegdek;uitgezonderd landbouwverkeer";;;C1;;;Uitgezonderd, vrije tekst;
C7;;;na 150m;;;C7;;;Lengte na;
C7;;;na 300m;;;C7;;;;
C20;10;;i.v.m. leidingtracÃƒÂ©;;;C20;;;;
C18;2.2;;slecht wegdek;;;C18;;;;
C2;;;Na 50m;;;C2;;;Lengte na;
C12;;;behoudens bestemmings verkeer;;;C12;;;;
C1;;;Uitgezonderd ontheffingshouders;;;C1;;;uitgezonderd;
C1;;;van zonsondergang tot zonsopkomst;;;C1;;;Zon;Zonsopkomst tot zonsondergang
C21;3.6;;;;;C21;;;;
C1;;;50 m;;;C1;;;Werkingslengte;
C7;;;150m;;;C7;;;;
C7b;;;LET OP! Laden en lossen volg route Towers A-G of Towers H-I;;;C7b;;;;
C12;;;UITGEZONDERD T.B.V. AANGELEGEN PERCELEN;;;C12;;;uitgezonderd;
C4;R;;"wegsleepregeling van kracht;uitgezonderd;OP ZATERDAG NIET PARKEREN VAN 02.0019.30 UUR I. V. M. WARENMARKT";;;C4;;;vrije tekst;
C1;;;M.u.v. hulpdiensten;;;C1;;;Uitgezonderd;
C2;;;";na 100 m";;;C2;;;Lengte na;
C1;;;INRIJDEN ONTHEFFING-HOUDERS TOEGESTAAN MAX. LAAD-VERMOGEN 6 TON;;;C1;;;Uitgezonderd;
C2;;;Uitrit vrijhouden;;;C2;;;uitrit vrijhouden;
C2;;;Uitgezonderd (brom)fietsers;;;C2;;;Uitgezonderd;
C6;;;"uitgezonderd;uitgezonderd vergunninghouders";;;C6;;;Uitgezonderd;
C2;;;m.u.v. fietser;;;C2;;;Lengte na;
C1;;;na 35 m;;;C1;;;Lengte na;
C3;;;2229;;;C3;;;;
C7;;;40 m;;;C7;;;;
C7;;;VIA PARALLEL W. 2 x R;;;C7;;;;
C7;;;"uitgezonderd bestemmingsverkeer;150 m";;;C7;;;werkingslengte, uitgezonderd;
C7;;;Voorzichtig rijden onleesbaar;;;C7;;;;
C3;;;Bezoekers MUMC+voertuigen hoger dan 2.00m;;;C3;;;;
C7;;;"Alleen langstraat en beatrixstraat bv. bestem rechts;;uitgezonderd bestemmingsverkeer";;;C7;;;Uitgezonderd, vrije tekst;
C2;;;20 m;;;C2;;;Uitgezonderd;
C1;;;UITGEZONDERD ONTHEFFING HOUDERS;;;C1;;;Uitgezonderd;
C12;;;"ma t/m vr 16-18.30 h;na 350 m;m.u.v. ontheffing- houders;doorgaand verkeer niet mogelijk";;;C12;;;"afsluiting doorgaand verkeer; uitzondering; lengte na; dagaanduiding tijdstipaanduiding";
C18;2.0;;na 20 m.;;;C18;;;;
C7;;;Uitgezonderd 7-11 h;;;C7;;;"uitgezonderd;tijdstipaanduiding";
C2;;;m.u.v. parkeerplaats;;;C2;;;vrije tekst;
C2;;;"NA 10 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C4;L;;"uitgezonderd;OMC";;;C4;;;Uitgezonderd, vrije tekst;
C7;;;met uitgezonderd van bevoorradings verkeer.;;;C7;;;Uitgezonderd;
C7;;;Uitgezonderd bestemmigsverkeer;;;C7;;;Uitgezonderd;
C19;3.9;;200 m;;;C19;;;;
C7;;;Parkeren alleen voor bezoekers de Singel;;;C7;;;vrije tekst;
C1;;;Parkeren alleen voor bewoners Woldstate;;;C1;;;vrije tekst;
C3;;;Molenveste 11 t/m 45;;;C3;;;;
C18;1.95;;;;;C18;;;;
C16;;;Verboden Toegang Volgens art. 461 WETB.v.STRAFR Tussen 18.30 en 08.00 uur;;;C16;;;verboden toegang, ;
C21;3.5;;wegsleepregeling van kracht;;;C21;;;;
C6;;;"na 350m;uitgezonderd ontheffinghouders";;;C6;;;Uitgezonderd, lengte na;
C2;;;20 M;;;C2;;;lengte na;
C3;;;bezoekers visitors;;;C3;;;;
C1;;;"uitgezonderd;na 40 mtr";;;C1;;;Uitgezonderd, lengte na;
C1;;;"uitgezonderd lijnbussen;uitgezonderd;na 50 m";;;C1;;;Uitgezonderd, lengte na;
C20;8;;Na 900m;;;C20;;;;
C1;;;uitgezonderd vuilniswagens en fietsers;;;C1;;;Uitgezonderd;
C1;;;na 80 m;;;C1;;;Lengte na;
C1;;;19.00 uur 06.00 uur m.u.v. vergunninghouders;;;C1;;;"Uitgezonderd;tijdstipaanduiding";
C7;;;NA 100 M;;;C7;;;Lengte na;
C1;;;ober 60 m;;;C1;;;Lengte na;
C1;;;donderdag 06.00-18.00h;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C21;20;;;;;C21;;;;
C12;;;"maandag t/m vrijdag van 06.30-08.30 h en van 16 h tot 19h uitgezonderd bestemmingsverkeer;zachte berm;uitgezonderd bestemmingsverkeer";;;C12;;;;
C13;;;na 40m;;;C13;;;Lengte na;
C3;;;Verboden voor bouwverkeer N'euwe Tuinderij;;;C3;;;;
C12;;;"50 m;uitgezonderd";;;C12;;;Uitgezonderd;
C17;10;;"slagbomen dalen automatisch;uitgezonderd;brug Wilhelminadorp m.u.v.";;;C17;;;;
C7;;;M.U.V. bestemmingsverkeer Hilkens;;;C7;;;;
C12;;;"uitgezonderd bestemmingsverkeer;100 m";;;C12;;;Uitgezonderd;
C1;;;Geldt op zaterdag 4-14 h;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C3;;;MAX 10 minuten;;;C3;;;;
C12;;;uitgezonderd aanwonenden 300 m;;;C12;;;;
C12;;;uitgezonderd (fig tractor) en brommobielen;;;C12;;;;
C3;;;Ki Ã„Â±ss&Ride;;;C3;;;;
C7;;;PARKEREN ALLEEN BINNEN DE VAKKEN;;;C7;;;vrije tekst;
C3;;;"uitgezonderd;uitgezonderd vrachtverkeer woonwinkel";;;C3;;;;
C1;;;wegsleepregeling van kracht;;;C1;;;Vrije tekst;
C17;10;;Brug Enumatil;;;C17;;;;
C1;;;WETTERSKIP FRYSLAN;;;C1;;;Vrije tekst;
C12;;;"Na 100 m;taxi 18-11 h;uitgezonderd";;;C12;;;;
C4;L;;uitgezonderd fietsers en bromfietsen;;;C4;;;;
C13;;;uitgezonderd bestemmings verkeer en invalidevoertuigen;;;C13;;;;
C1;;;autoverkeer niet toegestaan loslopende honden niet toegestaan Art.461 Wetb.v.Strafr.;;;C1;;;Geldigheid voor;
C2;;;1133;;;C2;;;vrije tekjst;
C2;;;"na 400 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C2;;;"uitgezonderd;na 15m";;;C2;;;"Uitgezonderd; lengte na; ";
C2;;;"7 - 9 h;uitgezonderd";;;C2;;;tijden, uitgezodnerd;
C20;4;;NA 1.6 KM;;;C20;;;;
C1;;;"uitgezonderd landbouwverkeer;uitgezonderd volkstuinvereniging De Tichel";;;C1;;;Uitgezonderd;
C2;;;schooldagen 08.00-09.00 h 13.30-14.30 h;;;C2;;;tijden;
C12;;;uitgezonderd aanwonenden / leveranciers;;;C12;;;;
C15;;;uitgezonderd Aanwonenden;;;C15;;;Uitgezonderd;
C12;;;NAM-voertuigen uitgezonderd;;;C12;;;;
C14;;;NA 140 M;;;C14;;;;
C12;;;ma t/ m vr 08;00-08;30 h 13;C12;15 h;;;
C21;3;;200 m;;;C21;;;;
C4;R;;UITGEZONDERD (BROM)FIETSERS;;;C4;;;Uitgezonderd;
C16;;;;;;C16;;;;
C12;;;"uitgezonderd tractoren;uitgezonderd brommobielen";;;C12;;;;
C7;;;10 meter;;;C7;;;;
C1;;;BEHALVE VERGUNNINGHOUDERS;;;C1;;;Uitgezonderd;
C2;;;m.u.v. bestemmingsverkeer Prorail;;;C2;;;Uitgezonderd;
C13;;;Uitgezonderd aanwonenden;;;C13;;;Uitgezonderd;
C1;;;m.u.v.LIJNDIENST BUSSEN;;;C1;;;Uitgezonderd;
C2;;;";wegsleepregeling van kracht";;;C2;;;vrije tekst;
C6;;;do-vr-za 22-06h zondag  00-06h;;;C6;;;;
C2;;;"na 100 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C6;;;";m.u.v bestemmingsverkeer";;;C6;;;;
C2;;;FIETSERS TOEGESTAAN;;;C2;;;uitgezonderd;
C1;;;Dinsdag 8.00-18.00 uur;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C3;;;FIETSERS;;;C3;;;;
C2;;;"uitgezonderd;uitgezonderd brandweer";;;C2;;;Uitgezonderd;
C2;;;LET OP!Parkeren op eigen risico;;;C2;;;vrije tekst;
C16;;;"LET OP hekwerk sluit na iedere auto;onleesbaar";;;C16;;;;
C2;;;Uitgezonderd WENSBUS;;;C2;;;Uitgezonderd;
C3;;;Parkeren op eigen risico Op dit terrein is de wegenverkeerswet van toepassing;;;C3;;;vrije tekst;
C7(Zone);;;"500 m;uitgezonderd bestemmingsverkeer";;;C7(Zone);;;;
C12;;;"van zonsondergang tot zonsopgang;NO camping";;;C12;;;;Zonsopkomst tot zonsondergang
C12;;;langer dan 6.00 m breder dan 2.00 m hoger dan 2;40 m ma t/m vr 18.00-08.00 uur za en zo gehele dag;;C12;;;;
C21;15;;Brug Aduarderzijl;;;C21;;;;
C2;;;"50 m;uitgezonderd lijndiensten (brom-) fietsers";;;C2;;;Lengte na, Uitgezonderd;
C2;;;VIDEOCAMERA BEWAKING onleesbaar;;;C2;;;vrije tekst;
C11;;;van 1 maart t/m 31 oktober van vr. 18.0 uur t/m ma. 7.00 uur;;;C11;;;;
C3;;;Medewerkers Inrit leveranciers Eigen terrein;;;C3;;;;
C1;;;m.u.v. leden reddingsbrigade;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd bestemmings-verkeer aangrenzende percelen;Dudockx Bar and Kitchen";;;C1;;;Uitgezonderd;
C12;;;Uitgezonderd bezoekers molen & restaurant;;;C12;;;;
C1;;;uitgezonderd leveranciers en hulpdiensten;;;C1;;;Uitgezonderd;
C12;;;Uitgezonderd Landbouwverkeer tot 1000 m;;;C12;;;;
C12;;;"40 m;uitgezonderd";;;C12;;;;
C3;;;"uitgezonderd brandweer;uitgezonderd";;;C3;;;;
C17;10;;na 440 m;;;C17;;;;
C2;;;NA 200 M;;;C2;;;Lengte na;
C18;2.3;;na 1300 m;;;C18;;;;
C9;;;uitgezonderd;;;C9;;;Uitgezonderd;
C6;;;"na 300 m. ma t/m vr 16-19 h;na 300 m.";;;C6;;;;
C3;;;Eenrichtings verkeer geldt van : ma t/m vr 08.00- 09.00 u ma;di;do;C3;;;;
C1;;;uitgezonderd lijn-en buurtbussen;;;C1;;;Uitgezonderd;
C2;;;na 25 mtr;;;C2;;;Lengte na;
C7;;;Uitgezonderd Leveranciers;;;C7;;;Uitgezonderd;
C12;;;"ma t/m vr 16-19 h;uitgezonderd";;;C12;;;;
C19;2.07;;;;;C19;;;;
C1;;;EIGEN TERREIN verboden toegang voor onbevoegden Parkeren Alleen Voor Vergunninghouders (bewoners);;;C1;;;eigen terrein, verboden toegang;
C2;;;Met uitzondering van fietsers;;;C2;;;uitgezonderd;
C12;;;na 150 m;;;C12;;;Lengte na;
C7;;;Vrachtautoâ€™s via inrit IJsseldijk;;;C7;;;;
C14;;;Bij terrasopenstelling;;;C14;;;;
C10;;;geldt alleen voor vrachtauto's;;;C10;;;;
C12;;;uitgezonderd landbouwverkeer;;;C12;;;Uitgezonderd;
C2;;;"na 60m.;uitgezonderd bestemmingsverkeer";;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;camera toezicht camera surveiliance;;;C7;;;;
C12;;;Strandslag 9+10;;;C12;;;;
C3;;;Vrachtwagenverbod met uitzondering tussen 9.00u-12.00u;;;C3;;;;
C3;;;Op dit terrein cameratoezicht;;;C3;;;;
C12;;;"uitgezonderd bestemmingsverkeer;450 m";;;C12;;;;
C1;;;EIGEN WEG verboden toegang voor onbevoegden;;;C1;;;verboden toegang;
C7;;;"Hoogveldweg 6 t/m 11;uitgezonderd laden en lossen";;;C7;;;;
C12;;;1-10 t/m 31-3;;;C12;;;;
C19;2;;na 100 m;;;C19;;;Lengte na;
C2;;;"160 m;uitgezonderd";;;C2;;;Uitgezonderd;
C20;8;;na 3;5 km;;C20;;;;
C2;;;DINSDAG 05.30 UUR TOT DINSDAG 16;"00 UUR PARKEREN VERBODEN! WEGSLEEPREGELING VAN KRACHT;OP DINSDAG MARKT WEGSLEEPREGELING VAN KRACHT";;C2;;;tijden;
C1;;;uitgezonderd brandweerpersoneel;;;C1;;;Uitgezonderd;
C2;;;"verboden vuil te storten art.10.2 wet milieubeheer;uitgezonderd voertuigen DSB/Vegen en HMS";;;C2;;;Uitgezonderd;
C1;;;uitgezonderd bewoners en verzorgings- verkeer;;;C1;;;Uitgezonderd;
C12;;;"ma t/m vr 16-19 h;100 m;uitgezonderd";;;C12;;;;
C20;4.8;;Na 8.3 km;;;C20;;;;
C2;;;UITGEZONDERD (BROM)- FIETSERS;;;C2;;;Uitgezonderd;
C1;;;M.u.v. rolstoel vervoer. hulpdlensten. mindervallde vervoer;;;C1;;;Uitgezonderd;
C1;;;";;onleesbaar";;;C1;;;vrije tekst;
C1;;;HIER GELDT EEN ALGEHEEL CROSS - VERBOD APV ARTIKELS 5. 4. 1 GEMEENTE LANDGRAAF;;;C1;;;vrije tekst;
C1;;;M.  Kinoma;;;C1;;;vrije tekst;
C1;;;Alleen toegang voor leveranciers;;;C1;;;vrije tekst;
C2;;;GELDT ALLEEN VOOR VRACHTAUTO;;;C2;;;geldig voor;
C2;;;Uitrit dag en nacht vrijlaten;;;C2;;;Lengte na;
C7;;;uitgezonderd wielrijders en bedienend verkeer;;;C7;;;Uitgezonderd;
C1;;;"uitgezonderd;Uitgezonderd aanwonenden";;;C1;;;uitgezonderd;
C7;;;Afgifte Goederen;;;C7;;;;
C20;6;;1900 m;;;C20;;;;
C6;;;uitgezonderd verzorgend verkeer;;;C6;;;;
C17;;;Rayon 2;"102 permit holders only;uitgezonderd";;C17;;;;
C1;;;";op marktdagen van 06.00-18.00 h";;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C7;;;Langer dan 7 mtr;;;C7;;;;
C1;;;"hulpdiensten uitgezonderd;Inrit vrijlaten";;;C1;;;"uitgezonderd;vrije tekst";
C1;;;uitgezonderd fietsers taxi's hulpdiensten en voertuigen hoger dan 2m;;;C1;;;uitgezonderd;
C3;;;"Eigen terrein;";;;C3;;;;
C7;;;na 100 m richting Capelle/ 's-Gravenland;;;C7;;;;
C12;;;ma t/m vr 08.00-08.45h wo 12.00-12.45h en ma/di/do/vr 14.30-15.15h uitgezonderd aanwonenden;;;C12;;;;
C7;;;uitgezonderd afvalstoffendienst en verhuisvrachtauto's;;;C7;;;;
C13;;;uitgezonderd t.b.v. aanwonenden en exploitatie percelen;;;C13;;;;
C1;;;Uitrit brandweer;;;C1;;;waarschuwing;
C17;9;;uitgezonderd;;;C17;;;Uitgezonderd;
C20;3.4;;;;;C20;;;;
C6;;;uitgezonderd ter bereiking van de percelen Stationsweg 31 t/m 36;;;C6;;;;
C12;;;"op werkdagen van 7.30 - 9.00 uur;bestemmingsverkeer uitgezonderd";;;C12;;;;
C13;;;van 1 November tot 16 Maart 17.00 uur - 9.00 uur van 16 Maart tot 1 November 21.00 uur - 9.00 uur;;;C13;;;;
C19;3.4;;na 400 m;;;C19;;;Lengte na;
C12;;;toegestaan van 8-20h do 4-22h;;;C12;;;;
C2;;;alleen bewoners 't Hovevelt;;;C2;;;uitgezonderd;
C1;;;m.u.v. bewoners Priesnitzlaan 7 t/m 15;;;C1;;;vrije tekst;
C7(Zone);;;uitgezonderd bestemmingsverkeer de Markt;;;C7(Zone);;;;
C1;;;"ma t/m za 07.00 - 11.00 h en 17.00 - 19.30 h koopavonden 17.00 - 18.00 h;fietsers toegestaan snorfietsers niet;uitgezonderd";;;C1;;;"Uitgezonderd, Dagaanduiding;tijdstipaanduiding";
C1;;;HET ZICHT OP DIT TERREIN BEVINDEN IS OP EIGEN RISICO;;;C1;;;vrije tekst;
C15;;;m.u.v. gehandicapten- voertuigen;;;C15;;;;
C2;;;";Fietsers oversteken";;;C2;;;vrije tekst;
C12;;;uitgezonderd landbouw- / bestemmingsverkeer;;;C12;;;;
C1;;;M.U.V. LIJNDIENST;;;C1;;;Uitgezonderd;
C21;27;;;;;C21;;;;
C1;;;"m.u.v. verzorgend verkeer;uitgezonderd";;;C1;;;Uitgezonderd;
C7;;;EIGEN TERREIN PARKEREN OP EIGEN RISICO;;;C7;;;vrije tekst;
C12;;;"uitgezonderd;150 m";;;C12;;;;
C19;2.2;;;;;C19;;;;
C12;;;UITGEZONDERD LADEN EN LOSSEN VAN BOTEN EN ZEILPLANKEN;;;C12;;;;
C1;;;uitgezonderd taxi brommobielen;;;C1;;;Uitgezonderd;
C21;30;;bruglengte 6;50 m;;C21;;;;
C7;;;Na 200 m.;;;C7;;;;
C12;;;"uitgezonderd bestemmingsverkeer;";;;C12;;;Uitgezonderd;
C1;;;Hengelvereniging Yde de Punt verboden te vissen voor vergunning : 06-22450096;;;C1;;;vrije tekst;
C1;;;zaterdag 06:00-18:00 h;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C12;;;UITGEZONDERD LANDBOUWVOERTUIGEN;;;C12;;;Uitgezonderd;
C20;4.5;;;;;C20;;;;
C6;;;"Uitgezonderd aanwonenden;1";75 km;;C6;;;;
C12;;;7;00-09;00 h 16;C12;"00 h;200 m";;;
C19;4;;250m;;;C19;;;;
C13;;;UITGEZONDERD LANDBOUWVERKEER;;;C13;;;Uitgezonderd;
C1;;;Anlieger frei;;;C1;;;Beperking voertuigtype;
C1;;;let op! (brom)fietsers;;;C1;;;Waarschuwing;
C19;3.8;;viaduct 1000 m;;;C19;;;;
C1;;;"uitgezonderd;Bestemmings verkeer t.b.v Paradijs 1 en";;;C1;;;Uitgezonderd;
C20;10;;camerabewaking;;;C20;;;;
C1;;;UITGEZONDERD HUURDERS VAN GARAGES;;;C1;;;Uitgezonderd;
C12;;;uitgezonderd ten behoeve van aanwonenden Sprengenweg 4;" 6 en 8;uitgezonderd ten behoeve van exploitatie aangrenzende percelen";;C12;;;;
C2;;;uitgezonderd personeel en leveranciersgy;;;C2;;;Uitgezonderd;
C1;;;uitgezonderd lijndiensten openbaar vervoer;;;C1;;;Uitgezonderd;
C7;;;van 19.00 tot 02.00 uur;;;C7;;;;
C12;;;uitgezonderd bewoners/bezoekers Westdijk 10 t/m 18 h.r. 75;;;C12;;;;
C1;;;"ma t/m za 07.00 - 11.00 h en 17.00 - 19.30 h avonden 17.00 - 18.00 h;fietsen toegestaan snorfietsen niet;uitgezonderd";;;C1;;;"Uitgezonderd, Dagaanduiding;tijdstipaanduiding";
C12;;;"STADSWATER INFO HSV ST PETRUS VISSERS HOUDT UW VIS-PLAATS SCHOON DANK U;UITGEZONDERD LANDBOUW VOERTUIGEN;HSV. ST. PETRUS.";;;C12;;;;
C20;1;;klasse 30;;;C20;;;;
C12;;;"uitgezonderd ontheffinghouders;ma t/m vr 09.00-17.00 uur";;;C12;;;;
C18;2.2;;Wieldruk 0.8t;;;C18;;;;
C12;;;"uitgezonderd bestemmingsverkeer;na 120 m";;;C12;;;;
C1;;;60m;;;C1;;;Werkingslengte;
C12;;;alleen toegankelijk voor bestemmings verkeer en fietsers;;;C12;;;;
C12;;;"500 m;uitgezonderd aanwonenden en exploitatie aanliggende percelen;t/m nummer 23 hereikbaar";;;C12;;;;
C21;14;;100 m;;;C21;;;;
C3;;;"uitgezonderd;";;;C3;;;Uitgezonderd;
C4;;;de Hoeskamer;;;C4;;;;
C8;;;Uitgezonderd bestemmingsverkeer Vinkenpolderweg en Polderstraat;;;C8;;;;
C2;;;uitgezonderd trams;;;C2;;;Uitgezonderd;
C2;;;"uitgezonderd;na 25 meter";;;C2;;;"Uitgezonderd; lengte na; ";
C7(Zone);;;50 m;;;C7(Zone);;;;
C7;;;landbouwverkeer aangrenzende percelen toegestaan;;;C7;;;;
C6;;;na 90 m;;;C6;;;Lengte na;
C12;;;ma t/m vr 06.00-09.30 na 2;7 km;;C12;;;;
C12;;;";uitgezonderd ontheffingshouder berijden strand";;;C12;;;;
C1;;;"uitgezonderd;m.u.v. intern transport";;;C1;;;Uitgezonderd;
C19;;;200m;;;C19;;;;
C1;;;parkeerplaats alleen voor personeel;;;C1;;;vrije tekst;
C21;30;;400 m;;;C21;;;;
C21;45;;300 m;;;C21;;;;
C3;;;Kiss en ride zone;;;C3;;;;
C2;;;";richting Muiden fietsers oversteken";;;C2;;;vrije tekst;
C2;;;Uitgezonderd rouwstoet;;;C2;;;Uitgezonderd;
