rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C7;;;VERBODEN VOOR VRACHTWAGENS;;;C7;;;;
C12;;;MA T/M VR 07.00-9.00uur 16.00-18.00 uur;;;C12;;;;
C12;;;ma t/m vr 07.00-09.30 b uitgezonderd antheffingbouders en landbouwvdertulg-controle;;;C12;;;;
C1;;;m.u.v. vergunninghouders en fietsers;;;C1;;;;
C20;5;;200m;;;C20;;;;
C3;;;parkeren alleen voor bewoners !;;;C3;;;vrije tekst;
C1;;;m.u.v. school bus;;;C1;;;;
C7;;;Na 250 m bestemming de onleesbaar;;;C7;;;;
C20;2;;300 m;;;C20;;;;
C9;;;na 100 m;;;C9;;;;
C12;;;"100 m;uitgezonderd tractor en brommobiel";;;C12;;;;
C1;;;M.U.V. BRANDWEER;;;C1;;;;
C1;;;Uitgezonderd aanwonenden en bezoekers Erfgoolersdreef 2 t/m 20;;;C1;;;Uitgezonderd;
C1;;;INRIT VRIJLATEN;;;C1;;;;
C20;1.5;;betreden op eigen risico;;;C20;;;;
C1;;;BEHALVE FIETSERS EN VERZORGINGSVERKEER;;;C1;;;;
C7(Zone);;;Uitgezonderd t.b.v. aanwonenden en exloitatie aanliggende percelen;;;C7(Zone);;;;
C3;;;PAS OP OVERSTEKENDE KINDEREN;;;C3;;;;
C4;;;"uitgezonderd;uitgezonderd bevoorrading Supermarkt";;;C4;;;;
C2;;;MET UITGEZONDERD VAN BESTEMMINGSVERKEER NP PLASTICS;;;C2;;;Uitgezonderd;
C15;;;1500 m;;;C15;;;;
C12;;;uitgezonderd landbouwverkeer 125 m;;;C12;;;;
C1;;;UITGEZONDERD TRAM;;;C1;;;Uitgezonderd;
C18;2.1;;;;;C18;;;;
C18;2.3;;100 m;;;C18;;;;
C19;3.6;;700 m;;;C19;;;;
C2;;;"uitgezonderd;uitgezonded bouwverkeer";;;C2;;;Uitgezonderd;
C12;;;"Na 150m;;taxi 18-11h";;;C12;;;;
C19;2.4;;matig uw snelheid;;;C19;;;;
C6;;;Uitgezonderd hulpdiensten; rouwauto's kort parkeren in 2 vakken toegestaan. Max. 1/2 uur;;C6;;;Uitgezonderd;
C3;;;"uitgezonderd;EIGEN TERREIN parkeren uitsluitend voor bewoners Borculo verboden toegang voor onbevoegden art. 461 Wetb. v. Strafr.";;;C3;;;vrije tekst;
C12;;;na 25m;;;C12;;;;
C1;;;"uitgezonderd werkverkeer;Poort 60 BAAK";;;C1;;;Uitgezonderd;
C21;5.4;;NA 500 mtr.;;;C21;;;;
C20;4.8;;na 1;3 km;;C20;;;;
C20;0.8;;;;;C20;;;;
C19;3.48;;;;;C19;;;;
C12;;;"1000 m;uitgezonderd";;;C12;;;;
C7;;;ma - vr 8.00-9.00 h 11.00-13.30 h 15.00-16.00 h;;;C7;;;;
C7;;;na 50 m;;;C7;;;;
C6;;;"uitgezonderd bestemmingsverkeer;16.00-18.30 h";;;C6;;;;
C18;3.6;;;;;C18;;;;
C20;2;;250 m;;;C20;;;;
C1;;;eigen weg;;;C1;;;eigen weg;
C7;;;UITGEZONDERD VERGUNNINGHOUDERS;;;C7;;;Uitgezonderd;
C3;;;"aanwonenden;bouwverkeer verboden alleen aanwonenden";;;C3;;;;
C12;;;"uitgezonderd;Hier wordt niet gestrooid!";;;C12;;;;
C21;30;;uitgezonderd lijndiensten;;;C21;;;Uitgezonderd;
C9;;;Uitgezonderd ontheffing houders;;;C9;;;Uitgezonderd;
C12;;;uitgezonderd aanwonenden en exploitatie aanligende percelen;;;C12;;;;
C20;9;;Na 250m;;;C20;;;;
C21;10;;M.U.V NOOD EN HULPDIENSTEN;;;C21;;;;
C4;L;;cameratoezicht;;;C4;;;;
C3;;;BETAALD PARKEREN;;;C3;;;vrije tekst;
C17;12;;1;5 km;;C17;;;;
C2;;;GELDT NIET VOOR (BROM)FÃ„Â°ETSERS;;;C2;;;;
C6;;;ma. t/m vr. 16.30-18.00 h;;;C6;;;;
C11;;;"uitgezonderd bestemmingsverkeer;1 april tot 1 oktober Zaterdag"; Zondag en Feestdagen van 9.00-20.00;;C11;;;;
C12;;;uitgezonderd bewoners voor laden en lossen;;;C12;;;;
C12;;;NA 100 m;;;C12;;;;
C3;;;uitgezonderd fiets/bromfiets;;;C3;;;;
C3;;;NIET VOOR VRACHTWAGENS;;;C3;;;;
C19;3.5;;na 50 m;;;C19;;;;
C6;;;"uitgezonderd bestemmingsverkeer;bedrijven bereikbaar";;;C6;;;;
C12;;;ontheffinghouders uitgezonderd;;;C12;;;Uitgezonderd;
C12;;;Na 1.2 Km Ma.t/ m vrij. 07.00-9.30 h 15.30-18.30 h huisnr.1 t/ m 35 2 t/ m 28 Bereikbaar;;;C12;;;;
C11;;;"100 m;apr. t/m okt. za/zo";;;C11;;;;
C18;2.3;;slechte berm;;;C18;;;;
C2;;;"uitgezonderd;NA 60 M";;;C2;;;"Uitgezonderd; lengte na; ";
C1;;;"uitgezonderd REDDINGSBRIGADE BLOEMENDAAL;Fietsen onleesbaar";;;C1;;;Uitgezonderd;
C6;;;na 500m;;;C6;;;;
C7b;;;Uitgezonderd bouwverkeer Wonderwoods;;;C7b;;;;
C7;;;"Parkeren op eigen risico;BETREDEN OP EIGEN RISICO";;;C7;;;vrije tekst;
C21;4.2;;NA 1500m;;;C21;;;;
C3;;;UITGEZONDERD LESVOERTUIGEN;;;C3;;;;
C2;;;uitgezonderd vrachtverkeer;;;C2;;;Uitgezonderd;
C4;R;;onleesbaar;;;C4;;;;
C12;;;uitgezonderd aanwonenden Willenskade en hun bezoekers;;;C12;;;;
C2;;;"ma t/m vr 07.00-9.00h;uitgezonderd";;;C2;;;Uitgezonderd;
C6;;;na 30 m;;;C6;;;;
C20;15;;;;;C20;;;;
C21;10;;150m;;;C21;;;;
C7;;;nÃ¡ 1.2 km;;;C7;;;;
C17;10;;brug Wilhelminadorp m.u.v.;;;C17;;;;
C12;;;uitgezonderd bezoekers Mooieweg nr. 222 t/m 238;;;C12;;;;
C12;;;LANDBOUWVERKEER UITGEZONDERD;;;C12;;;;
C1;;;verboden toegang na zonsondergang en voor zonsopgang Art. 461 Wetb. van Strafrecht;;;C1;;;;Zonsopkomst tot zonsondergang
C1;;;ALLEEN LADEN EN LOSSEN;;;C1;;;;
C2;;;"uitgezonderd;na 8 m";;;C2;;;"Uitgezonderd; lengte na; ";
C6;;;"na 1 km;Van 06.00 - 10.00 uur 15.00 - 19.00 uur m. u. v. bestemmingsverkeer";;;C6;;;;
C1;;;"uitgezonderd bestemmingsverkeer;Leveranciers Praxis";;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd;let op! verkeerssituatie gewijzigd";;;C3;;;;
C12;;;m.u.v. nood- en hulpdiensten;;;C12;;;;
C19;2.5;;uitgezonderd;;;C19;;;Uitgezonderd;
C1;;;uitgezonderd L.P.G. tankauto's;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd verzorgingsverkeer;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd;Laden / lossen toegestaan: ma.di.wo.vr 6-12 h en 18-19 h do 1apr. t/m 15 okt.: 5-9 h en 21-22 h 16 okt. t/m 31 mrt.: 5-12 h en 21-22 h za 5-12 h en 17-18 h koopzondag 17-18 h";;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd landbouwverkeer;let op tractorsluis!";;;C12;;;;
C1;;;";lijndienst uitgezonderd";;;C1;;;Uitgezonderd;
C19;2.4;;250m;;;C19;;;;
C1;;;100m.;;;C1;;;;
C1;;;privÃƒÂ© terrein;;;C1;;;;
C12;;;"na 500 m van 23.00 uur tot 06.00 uur uitgezonderd landbouwvoertuigen;BOUWSTRATEN BETREDEN EN BERIJDEN VAN WEGEN EN TERREINEN GESCHIEDT VOOR EIGEN RISICO";;;C12;;;;
C1;;;Parkeren enkel toegestaan voor Bezoekers met auto parkeren tegenover station Kampen-IJsselmuiden;;;C1;;;vrije tekst;
C7;;;21-7 h;;;C7;;;;
C18;2.2;;150 m;;;C18;;;;
C20;1.8;;;;;C20;;;;
C2;;;alleen ambulancevervoer;;;C2;;;;
C12;;;"uitgezonderd bestemmingsverkeer;ma t/m vrij 16-19h";;;C12;;;;
C1;;;uitgezonderd lijnbussen;;;C1;;;Uitgezonderd;
C1;;;UITGEZONDERD L.P.G.-TANKWAGEN;;;C1;;;Uitgezonderd;
C1;;;UITGEZONDERD MIL. VTEN;;;C1;;;Uitgezonderd;
C7;;;GOEDERENAFGIFTELANGS ACHTERINGANG;;;C7;;;;
C7;;;UITGEZONDERD BEZOEKERS MAASMOND-WESTLAND;;;C7;;;;
C1;;;m.u.v. fietsers en bezomend verkeer;;;C1;;;;
C16;;;uitgezonderd bestemmingsverkeer;;;C16;;;Uitgezonderd;
C2;;;ma t/m za 8.00-18.00 h koopavonden 18.oo-21.00 h;;;C2;;;;
C14;;;uitgezonderd;;;C14;;;Uitgezonderd;
C21;4.5;;700 m;;;C21;;;;
C2;;;"uitgezonderd;20 m";;;C2;;;Uitgezonderd;
C19;2.4;;400 M;;;C19;;;;
C1;;;"uitgezonderd NS bussen;";;;C1;;;Uitgezonderd;
C14;;;snorfietsen niet toegestaan;;;C14;;;;
C3;;;"uitgezonderd;bij gladheid wordt niet gestrooid";;;C3;;;;
C7(Zone);;;drempels;;;C7(Zone);;;;
C19;3.8;;;;;C19;;;;
C18;2.2;;bij gladheid wordt niet gestrooid;;;C18;;;;
C6;;;na 110 m;;;C6;;;;
C18;3.0;;1;7 km;;C18;;;;
C1;;;geldt van zonsondergang tot zonsopgang;;;C1;;;;Zonsopkomst tot zonsondergang
C12;;;"125 m;uitgezonderd vergunninghouders";;;C12;;;;
C3;;;Ingang Boshof;;;C3;;;;
C7;;;Ingang via vroonweg verboden voor honden;;;C7;;;;
C1;;;"uitgezonderd lijnbussen;uitgezonderd hulpdiensten;bussluis";;;C1;;;Uitgezonderd;
C1;;;donderdag 10.00-17.00 h;;;C1;;;;
C12;;;NA 80 m;;;C12;;;;
C3;;;Parkeren Verboden van Woendag 18.00 uur tot Donderr ag 22.00 uur;;;C3;;;vrije tekst;
C19;3;;na 700 m;;;C19;;;;
C2;;;na 10 mtr;;;C2;;;;
C3;;;"uitgezonderd;UITGEZONDERD LAATSTE 40 m";;;C3;;;;
C1;;;"uitgezonderd bestemmingsverkeer;parkeren uitsluitend op verenigingsterrein;bij gladheid wordt niet gestrooid;slecht wegdek";;;C1;;;Uitgezonderd, vrije tekst;
C7;;;35 m;;;C7;;;;
C7;;;UITSLUITEND ELEKTRISCHE VOERTUIGEN;;;C7;;;uitsluitend;
C3;;;"uitgezonderd;LET OP! palen in wegdek omhoog op maandag t/m zaterdag van 11.00 uur t/m 18.30 uur koopavonden (en) van 11.00 uur t/m 21.30 uur";;;C3;;;;
C13;;;;;;C13;;;;
C6;;;"doorrijden toegestaan voor verkoop aardappels Abbekindersezandweg 4;uitgezonderd bestemmings- en landbouwverkeer";;;C6;;;;
C1;;;";uitgezonderd;uitgezonderd";;;C1;;;Uitgezonderd;
C2;;;taxi ontheffing niet van toepassing;;;C2;;;;
C3;;;"uitgezonderd;ma t/m vr 06-09 h";;;C3;;;;
C7;;;UITSLUITEND LADEN/LOSSEN;;;C7;;;uitsluitend;
C3;;;"uitgezonderd (brom) fietsers;uitgezonderd ontheffinghouders";;;C3;;;;
C7;;;werkdagen 08.00-08.30h 14.00-14.45h;;;C7;;;;
C2;;;";uitgezonderd bevoorradend verkeer";;;C2;;;Uitgezonderd;
C12;;;NA 150m;;;C12;;;;
C21;30;;bruglengte 8;90 m;;C21;;;;
C3;;;MAXIMALE DOORRLIJHOOGTE 3;0;;C3;;;;
C12;;;"uitgezonderd ten behoeve van aanwonenden;van zonsondergang tot zonsopkomst";;;C12;;;Uitgezonderd, Zonsopkomst tot zonsondergang;
C1;;;m.u.v. LNG Wagens;;;C1;;;;
C6;;;"Midden geleider Verhoogd;Verkeers-Gewijzigd Situatie;sluis";;;C6;;;;
C3;;;VERBODEN TOEGANG voor onbevoegden onleesbaar;;;C3;;;;
C18;2.0;;NA 80 m;;;C18;;;;
C12;;;"uitgezonderd;na 600 m";;;C12;;;;
C12;;;220m;;;C12;;;;
C2;;;"30 meter;uitgezonderd";;;C2;;;Uitgezonderd;
C21;2;;180 m;;;C21;;;;
C19;2.3;;bij draaiende molenwieken;;;C19;;;;
C19;3.5;;35 m;;;C19;;;;
C2;;;Doorgaand (brom) fiets verkeer Centrum Bergse plaat;;;C2;;;vrije tekst;
C3;;;ENTRANCE;;;C3;;;;
C4;R;;Pas op! Fietspad;;;C4;;;;
C1;;;uitgezonderd bus en kiss & ride;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd;BESTEMMINGSVERKEER UITGEZONDERD";;;C1;;;Uitgezonderd;
C7;;;Uitgezonderd aanwonende en exploitatie aanliggende percelen;;;C7;;;;
C19;3.8;;2;5 km;;C19;;;;
C12;;;na 2 km;;;C12;;;;
C1;;;"Ma t/m Vr 08.00-16.30u.;uitgezonderd";;;C1;;;Uitgezonderd;
C7;;;"uitgezonderd brandweer en huisvuilwagen;parkeren uitsluitend voor bewoners en bezoekers van de: -Achterbernsestraatweg 13 t/m 21c -Oude Dijkersestraat 1 t/m 55";;;C7;;;vrije tekst;
C1;;;uitgezonderd (brom)fietsers en vergunning- houders;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd;uitgezonderd lijnbussen;uitgezonderd";;;C1;;;Uitgezonderd;
C2;;;na 50m.;;;C2;;;;
C3;;;Schooldagen 08.15 - 08.45 h 13.45 - 14.45 h;;;C3;;;;
C12;;;uitgezonderd 09.00 t/m 11.00h;;;C12;;;;
C17;12;;75 m;;;C17;;;;
C1;;;m.u.v. expeditie- verkeer;;;C1;;;;
C12;;;07.00 - 09.00 h 15.30 - 18.30 h uitgezonderd ontheffinghouders;;;C12;;;;
C3;;;PAS OP FIETSERS;;;C3;;;;
C15;;;70 m;;;C15;;;;
C6;;;uitgezonderd ambulance en rouwwagens;;;C6;;;;
C7(Zone);;;uitgezonderd Euro VI of toelating in de EU niet ouder dan 7 jaar en daterend van voor 2013;;;C7(Zone);;;;
C12;;;"300m;UITGEZONDERD LANDBOUWVERKEER";;;C12;;;;
C19;2.3;;200 m;;;C19;;;;
C1;;;Uitgezonderd leveranciers Hotel;;;C1;;;Uitgezonderd;
C6;;;ma t/m vr 07.00-09.00 uur 13.00-18.00 uur Uitgezonderd ontheffinghouders;;;C6;;;;
C12;;;";uitgezonderd bestemmingsverkeer;ma t/m vr 07-09 h 16-18 h";;;C12;;;;
C7;;;na 1.6 km;;;C7;;;;
C6;;;";ma t/m vrij 7.00 - 9.00 h;m.u.v. bestemmingsverkeer";;;C6;;;;
C7;;;intratuin;;;C7;;;;
C2;;;uitgezonderd (brom) fietsen en rouwstoeten;;;C2;;;Uitgezonderd;
C7;;;betemmings- verkeer uitgezonderd;;;C7;;;;
C2;;;PARKEREN ALLEEN VOOR BEWONERS EN BEZOEKERS HORIZON 2 T/M 72 + PERSONEEL NR 76;;;C2;;;vrije tekst;
C1;;;"donderdag 10.00 - 18.30 h;uitgezonderd marktwagens";;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd bestemmingsverkeer;GEVAARLIJKE KANTEN";;;C12;;;;
C3;;;Uitgezonderd bestemmingsverkeer landhuis de Oliphant;;;C3;;;;
C21;2.1;;;;;C21;;;;
C16;;;na 30 mtr;;;C16;;;;
C3;;;"Eigen terrein;Lossen een de achterzijde van het gebouw";;;C3;;;;
C20;2.4;;na 350m;;;C20;;;;
C12;;;uitgezonderd ten behoeve van aanwonenden Adelaarsweg 7;10;11 en 14;C12;;;;
C21;7.5;;doorgaand verkeer;;;C21;;;vrije tekst;
C7;;;verboden voor vrachtverkeer;;;C7;;;;
C1;;;uitgezonderd bespannen wagens;;;C1;;;Uitgezonderd;
C19;2.8;;150m;;;C19;;;;
C6;;;uitgezonderd aanwonend en verzorgend verkeer;;;C6;;;;
C7;;;750 m;;;C7;;;;
C18;2.3;;uitgezonderd trekweg nr.1;;;C18;;;;
C3;;;LET OP! Slagboom sluit automatisch na iedere auto;;;C3;;;;
C12;;;"800m;uitgezonderd ten behoeve van aangrenzende percelen";;;C12;;;;
C12;;;uitgezonderd tractor en brommobielen en buurtbus;;;C12;;;;
C7;;;200 m;;;C7;;;;
C19;3.5;;650 m;;;C19;;;;
C6;;;Gesloten van 11.00 tot 24.00 uur;;;C6;;;;
C6;;;ÃƒÂ„Ã‚Â°NRÃƒÂ„Ã‚Â°T VRIJLATEN DOONGANG BRANDWEER;;;C6;;;;
C1;;;Uitrezonderd Bouwverkeer;;;C1;;;;
C20;0.85;;;;;C20;;;;
C6;;;M.U.V. LEVERANCIERS EN AANWONENDEN;;;C6;;;;
C11;;;"uitgezonderd gasten Restinn Oosterleek;apr. t/m okt. za/zo";;;C11;;;;
C1;;;uitgezonderd bestemmingsverkeer aanliggende percelen;;;C1;;;Uitgezonderd;
C1;;;m.u.v aanwonende en leveranciers intratuin;;;C1;;;;
C11;;;apr. t/m okt. za/zo;;;C11;;;;
C2;;;Auto s alleen parkeren in de daarvoor bestemde vakken Niet in het grast;;;C2;;;vrije tekst;
C19;3.6;;na 100 m;;;C19;;;;
C2;;;";uitgezonderd bestemmings- verkeer"; brandweer;" (brom-)fietsers;uitrit brandweer vrijhouden;INGANG Sporthal Duinwetering v.v. Noordwijk";C2;;;Uitgezonderd;
C1;;;UITGEZONDERD AANWONENDEN;;;C1;;;Uitgezonderd;
C3;;;Bezoekers;;;C3;;;;
C12;;;uitgezonderd leveranciers en lijnbussen;;;C12;;;;
C20;2;;uitgezonderd;;;C20;;;Uitgezonderd;
C1;;;vr. 11.30-18.00 h i.v.m. markt;;;C1;;;;
C2;;;"ma t/m vr 8-17 h;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;op marktdagen van 05.00-18.00h;;;C1;;;;
C6;;;UITGEZONDERD TAXI-AMBULANCE IN-EN UITSTAPPEN;;;C6;;;;
C20;7.3;;;;;C20;;;;
C18;;;"100 m;brug";;;C18;;;;
C1;;;Fietsen toegestaan Brom-en snorfietsen verboden;;;C1;;;;
C13;;;geldt ook voor snorfietsen;;;C13;;;;
C1;;;uitgezonderd vrachtauto's;;;C1;;;Uitgezonderd;
C6;;;ma. t/m vr van 7.30-9.30 u.;;;C6;;;;
C21;12;;;;;C21;;;;
C12;;;uitgezonderd bestemmingsverkeer.brommobielen en tractoren;;;C12;;;;
C2;;;fietsers uitgezonderd;;;C2;;;Uitgezonderd;
C7;;;UITGEZONDERD PLAATSELIJK VERKEER;;;C7;;;Uitgezonderd;
C6;;;"ma t/m za tot 11.00 en na 18.00 uur vrijdag na 21.00 uur;uitgezonderd";;;C6;;;;
C22;;;1 km;;;C22;;;;
C7(Zone);;;eigen weg;;;C7(Zone);;;eigen weg;
C7;;;uitgezonderd bevoorrading;;;C7;;;Uitgezonderd;
C20;2.7;;75m;;;C20;;;;
C7;;;Uitgezonderd bestemmingsverkeer en verkeer naar onleesbaar;;;C7;;;;
C19;;;na 300 m;;;C19;;;;
C1;;;Verboden toegang Wegsleepregeling Parkeren uitsluitend door bewoners van dit complex;;;C1;;;vrije tekst;
C2;;;M.U.V. (BROM) FIETSERS;;;C2;;;;
C3;;;TEGEMOETKOMENDE FIETSERS;;;C3;;;;
C1;;;";ma t/m vr 6-9.00en 16 - 19 h;uitgezonderd";;;C1;;;Uitgezonderd;
C2;;;toegang via de andere zijde;;;C2;;;;
C7(Zone);;;"uitgezonderd bestemmingsverkeer;180 m";;;C7(Zone);;;;
C7;;;behalve laden en lossen;;;C7;;;;
C21;3.8;;;;;C21;;;;
C19;3.6;;NA 150 m;;;C19;;;;
C2;;;120 m;;;C2;;;;
C7;;;Langer dan 7 mtr.;;;C7;;;;
C2;;;Uitgezonderd amfibiveoertuig;;;C2;;;Uitgezonderd;
C12;;;na 100m;;;C12;;;;
C2;;;Max. 15 km;;;C2;;;;
C2;;;m.u.v. bevoorrading winkels;;;C2;;;;
C1;;;"uitgezonderd;na 100 m";;;C1;;;Uitgezonderd;
C12;;;uitgezonderd perceeleigenaren;;;C12;;;Uitgezonderd;
C20;4.8;;2;1 km;;C20;;;;
C2;;;m.u.v. medische diensten;;;C2;;;;
C3;;;situatie gewijzigd;;;C3;;;;
C1;;;Uitgezonderd perceelseigenaren;;;C1;;;Uitgezonderd;
C2;;;LET OP ! VÃ„Â°DEOVEWAÃ„Â°GÃ„Â°NG;;;C2;;;;
C1;;;uitgezonderd brandweer personeel;;;C1;;;Uitgezonderd;
C1;;;PARKEREN ALLEEN VOOR BEWONERS;;;C1;;;vrije tekst;
C1;;;"ma t/m vr 7-9 h 16-18 h;200 m;uitgezonderd feestdagen";;;C1;;;Uitgezonderd;
C12;;;LANDBOUWSLUIS;;;C12;;;;
C6;;;CAMERABEWAKING;;;C6;;;;
C20;3;;camerabewaking;;;C20;;;;
C12;;;UITGEZONDERD T.B.V. DE BEWONERS;;;C12;;;;
C3;;;PrivÃƒÂƒÃ‚Â© Terrein Parkeren alleen voor bezoekers van;;;C3;;;vrije tekst;
C1;;;"Uitgezonderd (snor)fietsers 0-24 H;en laden/lossen ma t/m za 9-12 H";;;C1;;;Uitgezonderd;
C12;;;";Uitgezonderd ma t/m za 8-19h";;;C12;;;;
C1;;;Uitgezonderd personeel van brandweer en ambulance;;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd;onleesbaar";;;C12;;;Uitgezonderd;
C1;;;privÃ© parkeerterrein verboden voor ongevoegden onleesbaar;;;C1;;;vrije tekst;
C1;;;i.v.m. markt op woensdag 06.00-19.00 wegsleepregeling van kracht;;;C1;;;;
C1;;;M.U.V. BEWCNERS EN VERZORGINGSVERKEER;;;C1;;;;
C7;;;na 600 m;;;C7;;;;
C6;;;;;;C6;;;;
C4;L;;GELDT NIET VOOR (BROM)FIETSERS;;;C4;;;;
C12;;;"na 400m;uitgezonderd landbouw-en bestemmingsverkeer";;;C12;;;;
C1;;;uitgezonderd fietsers en bedieningsverkeer;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd lijnbussen en taxi`s;;;C1;;;Uitgezonderd;
C14;;;LET OP! onleesbaar;;;C14;;;;
C3;;;PrivÃƒÂ©terrein Alleen toegang voor eigenaren en hun bezoekers Cameratoezicht Parkeren in de vakken Rijweg vrijhouden Maximum snelheid 5 km;;;C3;;;vrije tekst;
C18;2.0;;600 m;;;C18;;;;
C19;3.7;;750 m;;;C19;;;;
C7;;;max 7500 kg;;;C7;;;;
C7;;;Langer dan 8 m.;;;C7;;;;
C7;;;"uitgezonderd bestemmingsverkeer;400 m";;;C7;;;;
C3;;;BEHALVE VOOR (BROM) FIETSERS;;;C3;;;;
C7;;;VERBODEN VUIL TE STORTEN;;;C7;;;;
C3;;;"parkeren uitsluitend in de vakken;prive parkeerterrein Valkenhof alleen voor bezoekers van Kempenhof";;;C3;;;vrije tekst;
C17;6;;ma-za 11-18 uur vr 11-21 uur;;;C17;;;;
C3;;;uitsluitend in de vakken parkeren;;;C3;;;vrije tekst;
C17;5;;na 50 m;;;C17;;;;
C19;3.9;;Na 800 m;;;C19;;;;
C19;3.5;;na 600 m;;;C19;;;;
C1;;;"uitgezonderd lijnbussen;en ontheffinghouders N218";;;C1;;;Uitgezonderd;
C12;;;Honden aan de lijn;;;C12;;;;
C12;;;zondag 0.00 - 24.00 h;;;C12;;;;
C1;;;1;1 km;;C1;;;;
C1;;;uitgezonderd calamiteiten brandweer;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd laden /lossen;;;C1;;;Uitgezonderd;
C7;;;120m;;;C7;;;;
C1;;;UITGEZONDERD LANDBOUW VOERTUIGEN;;;C1;;;Uitgezonderd;
C7;;;Uitgezonderd aanwonenden exploitatie aanliggende percelen;;;C7;;;;
C3;;;"7 - 9 h;600 m;uitgezonderd";;;C3;;;;
C1;;;uitgang milieustraat;;;C1;;;;
C7;;;22-7h;;;C7;;;;
C2;;;"Na 80m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;Dit terrein is elektronisch beveiligd;;;C7;;;;
C3;;;"onleesbaar;uitgezonderd";;;C3;;;Uitgezonderd;
C12;;;ma t/m vr 8.15 u - 8.45 u 14.45 u - 15.15 u m.u.v. schoolvakanties en bewoners Schoolstraat;;;C12;;;;
C12;;;ma t/m vr 7.00 - 9.30 15.30 - 18.30;;;C12;;;;
C21;20;;500m;;;C21;;;;
C7;;;Na 400 m;;;C7;;;;
C7;;;20.00- 08.00 uur;;;C7;;;;
C2;;;doorgang op last van brandweer vrijhouden;;;C2;;;;
C1;;;Afgesloten voor al het verkeer;;;C1;;;;
C7(Zone);;;Bestemmingsverkeer toegestaan;;;C7(Zone);;;;
C20;4.8;;1;6 km;;C20;;;;
C21;7.5;;BETREDEN OP EIGEN RISICO onleesbaar;;;C21;;;;
C20;9;;150 m;;;C20;;;;
C3;;;"uitgezonderd;KORT PARKEREN max. 30 minuten";;;C3;;;vrije tekst;
C7;;;m.u.v. leveranciers;;;C7;;;;
C2;;;UITGEZONDERD FIETSEN EN BROMFIETSEN;;;C2;;;Uitgezonderd;
C11;;;uitgezonderd abonnementhouders;;;C11;;;Uitgezonderd;
C7;;;08.00-09.00h;;;C7;;;;
C1;;;M.U.V.   HOUDERS MET   ONTHEFFING;;;C1;;;;
C6;;;M.U.V . bewoners utrechtsestraatweg;;;C6;;;;
C12;;;"50 m;uitgezonderd landbouwvoertuigen";;;C12;;;;
C12;;;uitgezonderd ontheffingshouders brommobielen;;;C12;;;Uitgezonderd;
C12;;;behalve t.b.v. aanwonenden;;;C12;;;;
C4;R;;"uitgezonderd;uitgezonderd lijnbussen en taxi's";;;C4;;;;
C7(Zone);;;"uitgezonderd bestemmingsverkeer;na 100 m";;;C7(Zone);;;;
C2;;;M.u.v. dienstvoertuigen en invaliden;;;C2;;;;
C6;;;uitgezonderd ontheffinghouders en lijnbussen;;;C6;;;;
C7;;;na 150 m.;;;C7;;;;
C1;;;uitgezonderd lijnbussen en vrachtauto's winkelcentrum;;;C1;;;Uitgezonderd;
C15;;;Uitgezonderd aanwonenden;;;C15;;;Uitgezonderd;
C1;;;geldt niet voor gebruikers van flat en garage's;;;C1;;;;
C11;;;"uitgezonderd bestemmingsverkeer;i.v.m. stofoverlast langzaarn rijden a.u.b.";;;C11;;;;
C6;;;alleen in de vakken;;;C6;;;;
C3;;;"uitgezonderd;VENTERSGRACHT AFGESLOTEN VANAF 11.00 UUR";;;C3;;;;
C3;;;verboden toegang voor onbevoegden Vereniging van Eigenaren Lookzicht;;;C3;;;;
C2;;;na 50m;;;C2;;;;
C12;;;za en zo 12.00-18.00 h;;;C12;;;;
C2;;;"taxi;uitgezonderd";;;C2;;;Uitgezonderd;
C3;;;LET OP! SPELENDE KINDEREN EN VOET GANGERS U VERLAAT EEN UITRIT;;;C3;;;;
C2;;;na 5 mtr;;;C2;;;;
C12;;;uitrezonderd eigenaren en gebruikers aanliggende percelen;;;C12;;;;
C3;;;dagelijks 10-20 h;;;C3;;;;
C18;;;na 150 m;;;C18;;;;
C1;;;"Verboden uitgezonderd bewoners en bezoekers ""Wouthof""";;;C1;;;Uitgezonderd;
C12;;;Bestemmingsverkeer Toegestaan;;;C12;;;;
C1;;;uitgezonderd bevoorraden vrachtverkeer Graaf Hendrik pllein;;;C1;;;Uitgezonderd;
C13;;;uitgezonderd aanwonenden en werkverkeer;;;C13;;;;
C7;;;uitgezonderd landbouwvoertuigen na 100 m;;;C7;;;;
C14;;;na 150 M;;;C14;;;;
C12;;;behoudens toestemming;;;C12;;;;
C14;;;80 m;;;C14;;;;
C6;;;"uitgezonderd laden en lossen;uitgezonderd vergunnighouders Fysio/Ergotherapie";;;C6;;;;
